ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
GNG11,627,820,809,456,1235,2061,611,757
GNG12,7396,6218,9714,4969,11026,15066,7439,7437
GNG12-AS1,42,31,68,22,86,82,59,27
GNG13,0,0,0,0,0,0,0,1
GNG2,450,235,375,99,579,309,232,85
GNG3,0,1,0,1,3,4,0,0
GNG4,3,1,1,0,0,0,0,0
GNG5,814,804,1213,923,1303,1875,973,1348
GNG5P1,0,0,0,0,0,0,0,0
GNG5P2,7,8,6,5,15,7,4,6
GNG5P3,0,0,0,0,0,0,0,0
GNG5P5,0,0,0,0,0,0,0,0
GNG7,65,73,63,48,70,111,27,43
GNG8,2,1,1,0,1,1,0,0
GNGT1,0,0,0,0,3,2,0,0
GNGT2,0,0,1,0,2,1,0,1
GNL1,2083,1981,2246,1147,2555,2895,1889,1880
GNL2,792,1125,894,683,1128,1822,722,911
GNL2P1,0,0,0,0,0,0,0,0
GNL3,1107,1017,1230,616,1542,1710,987,795
GNL3L,198,174,199,102,215,324,159,177
GNL3LP1,0,0,0,0,2,0,0,0
GNLY,1,0,0,0,1,1,1,2
GNMT,5,3,8,5,9,9,4,6
GNPAT,973,917,965,663,960,1255,657,785
GNPATP,0,0,0,0,0,0,0,0
GNPDA1,2280,1249,1811,874,2148,1610,1925,1200
GNPDA2,494,570,683,479,669,897,409,503
GNPNAT1,384,450,439,264,444,672,357,392
GNPTAB,2781,1713,5396,2494,3714,3949,3583,2779
GNPTG,1260,946,1413,642,1479,1692,974,957
GNRH1,74,104,73,105,111,137,65,114
GNRH2,1,0,1,0,1,1,1,2
GNRHR,3,1,8,2,4,5,7,0
GNRHR2,28,25,32,12,17,24,29,14
GNRHR2P1,92,81,106,56,107,161,92,84
GNS,8485,6480,12843,6843,13484,14132,8817,8851
GOLGA1,727,600,818,439,865,1027,683,631
GOLGA2,2288,1813,2573,1066,2656,3123,2053,1869
GOLGA2P1,0,0,0,0,0,0,0,0
GOLGA2P10,106,89,111,28,133,99,95,55
GOLGA2P11,0,0,0,0,0,0,0,0
GOLGA2P2Y,0,0,0,0,0,0,0,0
GOLGA2P3Y,2,1,1,1,3,4,6,7
GOLGA2P4,0,0,0,0,0,1,0,0
GOLGA2P5,32,19,45,16,24,27,46,48
GOLGA2P6,0,0,1,0,0,0,0,1
GOLGA2P7,658,383,613,161,571,490,440,239
GOLGA2P8,4,2,1,3,2,0,3,1
GOLGA2P9,0,0,0,0,0,0,0,0
GOLGA3,2427,2355,2456,1362,2514,3470,2002,2089
GOLGA4,2729,2318,3069,1723,4612,4623,3190,2838
GOLGA4-AS1,0,0,0,0,0,0,0,0
GOLGA5,1247,1151,1754,954,1759,2101,1173,1225
GOLGA5P1,0,0,0,0,0,0,0,1
GOLGA6A,0,3,5,0,3,1,5,1
GOLGA6B,1,0,7,0,1,0,2,1
GOLGA6C,0,0,3,0,1,0,3,1
GOLGA6D,0,0,3,0,1,0,3,1
GOLGA6L11P,3,2,0,1,3,1,0,1
GOLGA6L16P,3,2,0,1,3,1,0,1
GOLGA6L2,0,0,0,0,0,0,0,0
GOLGA6L3,98,124,193,102,160,183,128,129
GOLGA6L4,336,387,613,344,507,549,398,446
GOLGA6L5P,315,365,645,333,541,580,404,454
GOLGA6L7,0,0,1,0,1,0,0,1
GOLGA6L9,204,177,267,158,200,196,197,188
GOLGA7,1106,752,1051,623,1151,1193,969,916
GOLGA7B,0,0,1,0,0,0,0,0
GOLGA8A,2649,2367,2168,1194,2191,2703,2497,2270
GOLGA8B,2046,1875,1616,836,2075,2560,1880,1822
GOLGA8CP,5,1,3,0,4,1,0,0
GOLGA8DP,8,1,3,1,4,2,1,2
GOLGA8EP,5,0,2,1,3,3,1,2
GOLGA8F,6,1,1,1,5,3,3,0
GOLGA8G,4,0,1,2,4,3,5,0
GOLGA8H,39,30,69,38,31,33,29,34
GOLGA8J,34,27,68,29,27,38,30,35
GOLGA8K,48,46,81,22,53,36,35,37
GOLGA8M,37,33,60,29,51,54,40,40
GOLGA8N,237,176,345,137,291,266,211,181
GOLGA8O,209,155,345,141,281,250,223,184
GOLGA8Q,191,151,315,128,261,225,166,145
GOLGA8R,188,134,312,134,251,223,194,158
GOLGA8S,60,53,50,29,29,50,43,37
GOLGA8T,47,44,88,32,51,46,39,45
GOLGA8UP,4,0,4,1,7,4,1,2
GOLGA8VP,13,5,19,7,41,27,25,7
GOLGB1,4430,3321,6345,3109,6133,6737,4638,4554
GOLIM4,2648,1756,3006,1491,3451,3551,2868,2355
GOLM1,1957,1419,2674,1298,2952,2561,2038,1497
GOLM2,2182,1877,3425,2005,3060,3603,2467,2791
GOLPH3,2898,3141,3007,2236,3016,3711,2576,3421
GOLPH3-DT,65,87,78,51,61,59,40,78
GOLPH3L,571,421,722,408,681,687,615,521
GOLT1A,1,0,1,0,0,0,1,0
GOLT1B,904,734,777,539,898,1137,695,632
GON4L,1047,850,1386,644,1416,1619,1042,1037
GON7,78,74,93,55,81,78,57,86
GOPC,1497,1210,1789,893,1830,1764,1362,1286
GORAB,376,231,424,173,472,444,368,244
GORAB-AS1,17,13,21,15,22,48,17,15
GORASP1,849,1083,958,759,930,1621,703,1118
GORASP2,2118,1728,2454,1196,2694,3085,1990,1685
GOSR1,660,575,808,438,971,1013,643,639
GOSR2,455,321,470,250,447,719,352,326
GOSR2-DT,1,1,2,0,1,1,0,0
GOT1,333,303,399,246,464,506,287,315
GOT1L1,0,0,0,0,0,0,0,0
GOT2,911,723,832,499,1040,1189,558,614
GOT2P1,0,0,0,0,0,0,0,0
GOT2P2,0,0,1,0,0,0,2,1
GOT2P3,0,0,0,0,1,1,0,0
GOT2P5,0,0,0,0,0,0,0,0
GOT2P6,0,1,0,0,0,0,0,0
GOT2P7,0,0,1,0,0,0,0,0
GP1BA,21,25,18,8,26,24,19,14
GP1BB,0,0,0,0,0,0,0,0
GP2,0,0,0,0,0,0,0,0
GP5,5,1,1,0,0,1,2,0
GP6,1,0,0,0,1,1,1,0
GP6-AS1,5,8,3,3,10,10,6,7
GP9,0,0,0,0,0,0,0,0
GPA33,0,0,0,0,0,0,1,0
GPAA1,2088,1641,1910,1007,1956,2445,1594,1359
GPAA1P1,0,0,0,1,2,0,0,0
GPAA1P2,4,0,2,1,14,21,2,0
GPALPP1,420,307,497,281,555,520,355,377
GPAM,418,398,435,243,402,579,333,323
GPANK1,352,288,375,208,342,388,306,268
GPAT2,33,19,85,40,140,204,26,40
GPAT2P1,18,13,30,15,58,85,9,17
GPAT2P2,7,5,8,3,6,11,7,8
GPAT3,69,137,103,101,64,228,77,175
GPAT4,1341,1116,1459,866,1500,1604,1245,1250
GPATCH1,162,109,215,105,212,187,146,137
GPATCH11,293,234,402,238,422,394,245,290
GPATCH2,268,243,283,181,330,383,223,249
GPATCH2L,1269,988,1224,767,1343,1792,945,1211
GPATCH3,189,175,224,121,220,252,188,183
GPATCH4,221,357,371,252,424,723,229,280
GPATCH8,1404,1175,1778,974,1760,2127,1318,1451
GPBAR1,5,5,4,5,4,9,3,1
GPBP1,1159,865,1316,712,1303,1412,1065,944
GPBP1L1,1245,1066,1450,917,1483,1604,1028,1208
GPC1,6139,3359,6541,2403,4979,5816,4310,3524
GPC2,36,11,26,6,25,11,14,4
GPC3,683,536,1943,1321,240,450,2053,2211
GPC4,342,426,364,434,230,748,391,760
GPC5,0,1,0,1,1,1,0,0
GPC5-AS1,0,0,0,1,0,0,0,0
GPC5-AS2,0,0,0,0,0,0,0,0
GPC5-IT1,0,0,0,0,0,0,0,0
GPC6,2904,2085,5606,3083,3214,5248,4925,5159
GPC6-AS1,0,0,0,0,0,0,0,0
GPC6-AS2,0,0,0,0,0,0,1,0
GPCPD1,299,185,476,173,548,433,360,257
GPD1,1,1,7,3,1,7,6,3
GPD1L,181,299,221,240,159,300,184,332
GPD2,536,780,502,452,984,1216,567,972
GPER1,114,64,179,58,127,88,104,71
GPHA2,0,1,0,0,0,0,0,0
GPHB5,0,0,0,0,0,0,0,0
GPHN,289,216,199,111,253,187,173,145
GPI,3486,2653,3947,1814,2910,4709,2363,2344
GPKOW,342,288,373,246,409,441,286,310
GPLD1,1,1,2,1,7,2,3,0
GPM6A,0,0,0,0,0,0,0,0
GPM6B,111,324,303,1395,718,5450,250,1075
GPM6BP1,0,0,0,0,0,0,0,0
GPM6BP2,0,0,0,0,0,0,0,0
GPM6BP3,0,0,0,0,0,0,0,0
GPN1,385,362,490,300,498,589,332,360
GPN2,539,564,595,447,667,851,547,623
GPN3,208,288,203,209,189,386,168,280
GPN3P1,0,0,0,0,0,0,0,0
GPNMB,32622,19292,35108,16177,35792,31341,25971,21522
GPR1,294,358,492,396,298,347,211,388
GPR101,0,0,0,0,0,0,0,0
GPR107,2792,2735,3959,2679,3370,4910,2828,3682
GPR108,1120,1042,1269,696,1745,1896,971,1028
GPR119,0,0,0,0,0,0,0,0
GPR12,0,0,0,0,0,1,0,0
GPR132,13,2,4,3,13,5,16,9
GPR135,92,99,85,39,110,174,65,87
GPR137,606,625,664,402,695,838,528,642
GPR137B,560,555,577,576,685,1101,511,861
GPR137C,26,15,41,17,36,26,50,40
GPR139,0,0,0,0,0,0,0,0
GPR141,0,0,1,0,0,0,0,1
GPR142,0,0,0,0,0,0,0,0
GPR143,0,0,0,0,0,0,0,0
GPR143P,0,0,0,0,0,0,0,0
GPR146,7,3,9,2,6,29,5,10
GPR148,0,0,0,0,0,0,0,0
GPR149,0,0,0,0,0,0,0,0
GPR15,0,0,0,0,0,0,0,0
GPR150,4,13,8,43,10,43,6,46
GPR151,0,0,0,0,0,0,0,0
GPR152,0,0,0,0,0,0,0,0
GPR153,934,387,843,261,854,560,857,509
GPR155,202,141,344,151,265,255,192,145
GPR156,9,3,6,1,14,24,4,3
GPR157,79,70,85,48,83,106,93,87
GPR158,2,1,1,2,0,1,0,2
GPR158-AS1,0,0,0,0,0,0,0,0
GPR160,20,20,23,13,43,86,12,19
GPR160P1,0,0,0,0,0,0,0,0
GPR160P2,0,0,0,0,0,0,0,0
GPR161,612,653,596,339,567,737,501,723
GPR162,148,125,164,89,204,160,112,111
GPR17,22,27,14,11,5,23,3,12
GPR171,0,0,0,0,0,0,0,0
GPR173,94,69,155,65,220,180,121,61
GPR174,0,0,0,0,0,0,0,0
GPR176,4208,2984,4504,2152,6761,7544,3535,3218
GPR176-DT,1,0,2,0,6,2,1,0
GPR18,0,0,0,0,0,0,1,0
GPR180,291,299,271,167,362,522,229,220
GPR182,1,0,1,0,0,0,0,1
GPR183,0,0,0,0,0,0,0,1
GPR19,2,1,3,1,0,1,2,4
GPR199P,116,85,151,67,158,131,125,92
GPR20,6,1,8,0,8,3,6,0
GPR21,0,1,0,1,1,1,0,0
GPR22,0,0,1,0,0,0,0,0
GPR25,0,0,0,0,0,0,0,0
GPR26,1,0,3,0,0,0,1,1
GPR27,0,2,1,0,0,0,0,0
GPR3,4,0,2,2,1,4,7,1
GPR31,0,0,0,0,0,0,0,0
GPR32,0,0,0,0,0,0,0,0
GPR32P1,0,0,0,0,0,0,0,0
GPR33,0,0,0,0,0,0,0,0
GPR34,0,0,0,0,0,1,1,1
GPR35,6,5,13,6,14,12,10,11
GPR37,122,275,136,193,36,139,169,536
GPR37L1,0,1,1,1,0,0,0,1
GPR39,4,7,14,5,7,13,1,10
GPR4,23,14,28,19,27,20,32,27
GPR42,0,0,0,0,0,0,0,0
GPR45,1,3,1,0,0,1,0,0
GPR50,0,0,0,0,0,0,0,0
GPR50-AS1,0,0,0,0,0,0,0,0
GPR52,0,0,0,0,0,0,0,0
GPR53P,0,0,0,0,0,0,0,0
GPR55,0,0,0,0,0,0,0,0
GPR6,0,0,0,0,0,0,0,0
GPR61,3,3,5,1,3,2,4,4
GPR62,1,1,2,0,0,1,1,1
GPR63,36,71,38,80,53,153,13,32
GPR65,1,2,1,1,0,11,0,1
GPR68,128,6,81,8,62,23,130,15
GPR75,6,17,22,8,25,19,12,10
GPR78,0,0,0,0,0,1,1,0
GPR79,4,1,1,0,1,1,1,0
GPR82,0,1,1,0,0,0,0,0
GPR83,0,1,2,0,0,0,3,1
GPR84,0,0,0,0,0,0,0,0
GPR85,48,30,35,15,60,24,33,29
GPR87,1,1,2,0,0,2,0,0
GPR88,0,0,5,0,0,1,2,0
GPR89A,549,463,548,359,691,690,515,520
GPR89B,514,435,528,346,657,644,487,501
GPR89P,2,0,1,0,1,0,0,0
GPRACR,0,0,0,0,0,0,1,0
GPRASP1,209,106,262,67,420,228,225,123
GPRASP2,391,161,528,171,428,306,425,247
GPRC5A,531,409,920,538,868,635,380,464
GPRC5B,1132,2934,1204,3592,1216,2595,1387,6433
GPRC5C,72,31,9,1,7,3,34,29
GPRC5D,1,2,3,3,1,5,1,0
GPRC5D-AS1,23,12,47,20,68,81,22,14
GPRC6A,0,0,0,0,0,0,0,0
GPRIN1,97,56,94,38,117,94,71,60
GPRIN2,1,0,3,1,1,1,3,2
GPRIN3,4,0,0,1,2,1,3,3
GPS1,1442,1358,1635,970,1591,2137,1218,1461
GPS2,6,13,10,4,5,12,12,5
GPS2P1,10,10,10,8,14,10,8,5
GPS2P2,0,0,1,0,0,0,0,0
GPSM1,2515,1554,2489,971,2203,2316,2168,1587
GPSM2,445,581,355,304,589,630,290,441
GPSM3,0,0,0,0,0,0,0,0
GPT,29,22,26,5,22,44,18,19
GPT2,363,228,385,133,466,430,375,229
GPX1,3645,3950,3630,2412,4328,7635,2852,3669
GPX1P1,233,249,247,153,242,545,252,340
GPX1P2,3,0,1,4,3,5,2,2
GPX2,0,3,4,1,1,4,2,1
GPX3,916,15749,3142,24057,1627,16274,1741,24883
GPX4,6514,5196,7931,3006,8652,7526,5420,4514
GPX5,0,0,0,0,0,0,0,0
GPX6,0,0,0,0,0,0,0,0
GPX7,139,117,309,155,411,389,153,140
GPX8,4440,2664,4780,1849,4659,3989,4135,2810
GRAMD1A,893,727,803,405,1025,922,685,877
GRAMD1A-AS1,0,0,0,0,0,0,0,0
GRAMD1B,70,24,91,33,197,147,82,68
GRAMD1C,21,21,33,26,47,45,22,22
GRAMD2A,3,2,7,2,4,2,3,3
GRAMD2B,220,316,437,695,391,1039,293,868
GRAMD4,891,331,800,180,836,641,857,311
GRAMD4P1,0,0,0,0,0,0,0,0
GRAMD4P2,0,0,0,0,0,0,0,0
GRAMD4P5,0,0,0,0,0,0,0,0
GRAMD4P6,0,0,0,0,0,0,0,0
GRAMD4P7,2,0,0,0,0,0,0,0
GRAMD4P8,0,1,0,0,0,1,0,0
GRAP,1,3,0,1,0,1,1,1
GRAP2,0,1,0,0,0,0,0,0
GRAPL,0,2,0,1,0,1,1,0
GRAPLDR,0,0,0,0,1,1,1,1
GRASLND,0,1,0,0,0,0,0,1
GRB10,677,857,632,380,918,1422,502,670
GRB14,29,19,62,54,25,61,38,69
GRB2,1166,950,1263,676,1288,1803,977,1051
GRB7,3,1,8,1,1,1,5,8
GREB1,23,9,16,7,30,16,10,7
GREB1L,0,1,5,6,3,1,0,4
GREB1L-DT,0,0,0,0,0,0,0,0
GREM1,126514,64824,156189,59216,247345,336864,98504,56549
GREM2,280,135,700,287,278,368,659,346
GRHL1,31,14,91,35,77,93,63,36
GRHL2,0,0,0,0,0,0,0,0
GRHL3,2,0,2,0,6,0,1,1
GRHL3-AS1,1,1,0,0,0,1,0,1
GRHPR,1078,1060,1384,780,1347,1934,968,1079
GRIA1,2064,2510,3213,2644,1211,5518,2192,3955
GRIA2,0,1,1,1,0,0,1,1
GRIA3,526,252,491,205,665,534,634,338
GRIA4,0,0,0,1,2,1,0,0
GRID1,78,48,17,8,3,8,1,0
GRID1-AS1,0,1,0,0,0,0,0,0
GRID2,0,0,2,0,0,0,1,0
GRID2IP,0,1,0,1,1,0,0,2
GRIK1,3,6,67,75,34,294,14,67
GRIK1-AS1,3,19,2,17,6,20,2,40
GRIK2,4,7,21,17,81,76,36,29
GRIK3,0,1,0,0,0,0,0,0
GRIK4,143,30,27,4,58,18,77,12
GRIK5,184,102,198,86,131,130,214,145
GRIN1,1,0,1,1,0,2,0,0
GRIN2A,14,1,4,0,9,0,18,1
GRIN2B,1,0,0,0,1,0,0,1
GRIN2C,3,3,2,0,7,5,1,5
GRIN2D,13,8,21,13,6,9,16,15
GRIN3A,5,6,6,4,8,2,4,5
GRIN3B,41,39,80,31,59,62,71,70
GRINA,3135,3007,3785,2361,4421,5161,3178,3311
GRIP1,3,3,3,2,6,6,5,10
GRIP2,7,0,11,3,5,0,2,1
GRIPAP1,559,509,731,404,785,794,467,509
GRK1,0,0,0,0,0,0,0,0
GRK2,758,749,755,439,753,957,596,772
GRK3,76,52,85,38,142,137,73,80
GRK4,131,100,173,86,189,154,157,139
GRK5,2088,3312,3307,2160,3012,4180,2174,3601
GRK5-IT1,3,1,3,0,3,2,2,4
GRK6,249,299,262,173,342,526,256,289
GRK6P1,2,0,3,2,1,3,1,5
GRK7,2,1,0,3,0,0,1,0
GRM1,2,2,2,1,6,1,1,3
GRM2,1,1,0,1,1,1,1,2
GRM3,0,0,0,0,0,0,0,0
GRM3-AS1,0,0,0,0,0,0,1,0
GRM4,2,1,1,0,0,0,0,0
GRM5,0,0,1,0,1,1,0,0
GRM5-AS1,0,0,2,0,0,0,0,0
GRM6,3,0,7,2,1,1,2,1
GRM7,0,0,0,0,0,0,0,0
GRM7-AS1,0,0,0,0,0,0,0,0
GRM7-AS2,0,0,0,0,0,0,0,0
GRM7-AS3,0,0,0,0,0,0,0,0
GRM8,0,0,0,0,0,1,0,0
GRM8-AS1,0,0,0,0,0,0,0,0
GRN,10904,7964,13735,6999,13548,14104,12219,11364
GRP,0,0,0,0,0,0,0,0
GRPEL1,292,365,348,215,346,663,201,287
GRPEL2,200,188,251,114,270,237,186,154
GRPEL2-AS1,1,0,0,1,0,0,0,0
GRPEL2P1,0,0,0,0,0,0,0,0
GRPEL2P2,1,1,2,1,0,0,2,1
GRPEL2P3,0,0,0,0,0,0,0,0
GRPR,9,3,8,2,5,4,3,1
GRSF1,1535,1596,1753,1444,1692,2546,1399,1693
GRTP1,61,64,62,43,38,64,25,37
GRTP1-AS1,0,0,3,0,0,2,1,0
GRWD1,340,336,466,250,390,668,380,410
GRXCR1,0,0,0,0,0,0,0,0
GRXCR2,0,0,0,0,0,0,0,0
GSAP,93,137,191,139,164,303,118,167
GSC,4,5,4,1,0,0,2,2
GSC2,0,0,0,0,0,0,0,0
GSDMA,0,0,1,0,0,0,0,0
GSDMB,177,110,244,128,218,250,189,145
GSDMC,0,1,0,0,5,8,0,0
GSDMD,784,676,717,349,648,877,578,523
GSDME,815,631,885,530,1150,1379,746,875
GSE1,818,574,983,392,1183,1528,1013,680
GSG1,12,6,49,26,41,46,8,27
GSG1L,0,0,0,0,0,1,0,0
GSG1L2,0,0,0,0,0,0,0,0
GSK3A,574,577,624,400,736,894,468,563
GSK3B,1443,1172,1636,983,1781,2118,1326,1358
GSKIP,462,431,487,320,418,430,330,332
GSN,11810,15564,10931,8104,12827,19621,10125,17075
GSN-AS1,115,45,60,10,97,85,85,80
GSPT1,2223,2307,2452,1837,2642,3571,2022,2216
GSPT2,321,267,381,220,395,403,327,292
GSR,852,1475,858,991,1269,1862,656,1272
GSS,741,526,897,332,804,854,506,439
GSTA1,0,0,0,0,0,0,0,0
GSTA10P,0,0,1,0,0,0,1,0
GSTA11P,0,0,0,0,0,0,0,0
GSTA12P,0,0,0,0,0,0,0,0
GSTA2,0,0,0,0,0,0,0,0
GSTA3,0,0,0,0,0,0,0,0
GSTA4,526,353,585,239,678,335,574,314
GSTA5,0,0,0,0,0,0,0,0
GSTA6P,0,0,0,0,0,0,0,0
GSTA7P,0,0,0,0,0,0,0,0
GSTA8P,0,0,0,0,0,0,0,0
GSTA9P,0,0,0,0,1,0,1,0
GSTCD,173,130,172,107,221,194,151,123
GSTCD-AS1,1,0,1,0,0,0,0,0
GSTK1,1928,1878,2402,1312,2488,3144,1689,1938
GSTM1,26,20,26,10,15,14,24,18
GSTM2,1287,1048,1634,775,1764,1436,1456,1201
GSTM2P1,2,2,0,0,0,0,1,0
GSTM3,743,530,1294,609,1096,933,649,554
GSTM3P1,0,0,2,0,2,2,0,0
GSTM3P2,0,0,0,0,0,0,0,0
GSTM4,434,330,365,177,433,434,347,349
GSTM5,670,391,308,110,445,320,683,391
GSTM5P1,0,0,0,0,0,0,0,0
GSTO1,769,862,1448,1062,1292,2334,1029,1396
GSTO2,18,26,106,49,73,75,43,50
GSTO3P,0,0,0,0,0,0,0,0
GSTP1,4175,3581,4232,1976,3864,4633,2841,2872
GSTP1P1,0,0,1,0,0,0,0,0
GSTT2,152,120,65,51,308,540,375,445
GSTT2B,138,108,60,45,243,453,317,379
GSTZ1,212,155,268,111,254,231,211,167
GSX1,0,0,0,0,0,0,0,0
GSX2,0,0,2,7,0,0,0,0
GTDC1,450,375,418,277,531,587,333,326
GTF2A1,1033,761,1148,670,1222,1362,852,909
GTF2A1L,0,0,0,1,0,1,0,4
GTF2A2,547,521,580,375,652,742,371,398
GTF2B,324,294,394,227,398,458,255,315
GTF2E1,192,184,223,137,252,347,168,200
GTF2E2,477,551,553,416,603,746,446,578
GTF2F1,1496,1220,1860,865,1747,2045,1330,1289
GTF2F2,315,236,369,185,502,393,269,201
GTF2F2P1,0,0,0,0,0,1,0,0
GTF2F2P2,0,0,0,0,0,0,0,0
GTF2H1,1227,1296,1351,1100,1530,2227,973,1342
GTF2H2,567,521,524,305,663,933,384,422
GTF2H2B,558,477,510,283,647,902,392,419
GTF2H2C,796,731,732,422,859,1169,561,554
GTF2H3,513,480,553,358,496,846,407,415
GTF2H4,1,1,1,1,2,2,3,2
GTF2H5,754,635,936,628,839,1012,680,677
GTF2I,0,0,0,0,0,0,0,0
GTF2IP11,0,0,0,0,0,0,0,0
GTF2IP13,10,3,6,5,7,2,9,2
GTF2IP14,8,2,13,2,10,9,4,3
GTF2IP2,0,0,0,0,0,0,0,0
GTF2IP20,64,46,157,41,112,102,64,45
GTF2IP22,1,0,0,0,0,0,0,0
GTF2IP23,8,3,9,1,7,4,4,0
GTF2IP3,0,0,0,0,0,0,0,0
GTF2IP4,6695,5519,8709,5161,10398,14298,5933,6639
GTF2IP5,3,5,6,3,3,3,1,0
GTF2IP6,0,0,0,0,0,0,0,0
GTF2IP7,0,1,2,0,0,1,0,0
GTF2IP9,0,1,0,0,4,3,1,3
GTF2IRD1,309,221,346,170,330,276,299,331
GTF2IRD1P1,1,1,2,3,6,1,0,2
GTF2IRD2,934,809,1329,742,1171,1505,878,969
GTF2IRD2B,1007,856,1335,754,1308,1671,926,1041
GTF2IRD2P1,476,359,574,343,568,704,379,439
GTF3A,546,533,643,377,662,834,461,478
GTF3AP1,0,0,0,0,0,0,0,0
GTF3AP2,0,0,0,0,0,0,0,0
GTF3AP5,0,0,0,0,0,0,0,0
GTF3AP6,0,0,0,0,0,0,0,0
GTF3C1,2680,1985,2997,1411,2911,3211,2261,1964
GTF3C2,601,528,599,366,663,799,515,536
GTF3C2-AS1,1,1,1,0,1,0,0,0
GTF3C3,633,569,789,499,801,894,635,637
GTF3C4,1085,849,1091,600,1089,1236,961,966
GTF3C5,702,652,775,423,837,988,582,617
GTF3C6,373,354,503,292,539,597,298,332
GTF3C6P1,0,0,0,0,0,0,0,0
GTF3C6P2,3,0,6,0,3,5,1,3
GTF3C6P3,0,0,0,0,0,0,0,0
GTPBP1,711,558,800,485,794,912,556,766
GTPBP10,292,282,376,226,347,416,301,338
GTPBP2,922,791,1049,533,1056,1161,812,721
GTPBP3,139,123,151,76,117,179,131,122
GTPBP4,606,776,753,543,837,1611,577,756
GTPBP6,373,450,380,271,373,584,283,376
GTPBP8,312,270,378,183,284,391,276,241
GTSCR1,0,0,0,0,0,0,0,0
GTSE1,6,21,9,9,12,11,20,11
GTSF1,0,0,0,0,0,0,0,0
GTSF1L,0,0,0,0,0,0,0,0
GUCA1A,2,2,17,4,10,4,4,0
GUCA1B,5,2,9,4,17,15,4,2
GUCA1C,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0
GUCA2B,0,0,0,0,0,0,0,0
GUCD1,1728,1763,1967,1170,1998,2398,1401,1840
GUCY1A1,376,360,449,185,218,139,289,157
GUCY1A2,97,52,255,67,27,16,62,27
GUCY1B1,1758,2052,1875,1197,1542,1091,1746,1598
GUCY1B2,0,0,0,0,0,0,1,0
GUCY2C,3,2,4,3,3,2,1,4
GUCY2D,0,15,0,7,0,6,0,13
GUCY2EP,0,0,0,0,0,0,0,0
GUCY2F,0,0,0,0,0,0,0,0
GUCY2GP,0,1,0,0,0,0,0,0
GUF1,419,380,482,270,548,701,399,497
GUK1,2187,2160,2471,1284,2271,3175,1902,2007
GULOP,0,0,0,0,0,0,0,0
GULP1,1161,1093,1260,652,1036,1162,1753,1133
GUSB,790,780,779,546,993,1078,699,731
GUSBP1,142,100,148,52,150,136,125,91
GUSBP10,0,0,0,0,0,0,0,0
GUSBP11,0,0,0,0,0,0,0,0
GUSBP12,0,0,0,0,0,0,0,0
GUSBP13,117,62,160,45,192,162,103,87
GUSBP14,80,46,137,29,111,121,87,54
GUSBP15,42,26,59,12,58,59,32,16
GUSBP16,123,68,171,48,189,165,108,88
GUSBP17,0,0,0,0,0,0,0,0
GUSBP2,67,35,127,43,103,100,94,57
GUSBP3,129,82,185,50,178,176,104,70
GUSBP4,29,18,57,16,32,31,43,29
GUSBP5,8,13,17,7,5,18,13,18
GUSBP6,0,0,0,0,0,0,0,0
GUSBP8,0,0,0,0,0,0,2,0
GUSBP9,75,53,91,22,105,93,68,33
GVINP1,12,6,3,7,15,31,8,17
GVINP2,0,0,0,0,0,0,0,0
GVQW3,39,15,38,19,41,34,30,14
GXYLT1,569,606,603,489,934,1060,491,635
GXYLT1P1,0,0,0,0,0,0,0,0
GXYLT1P2,0,0,0,0,0,0,0,0
GXYLT1P3,0,0,0,0,0,0,1,1
GXYLT1P6,0,0,0,0,0,0,0,0
GXYLT1P7,0,0,0,0,0,0,0,0
GXYLT2,1148,330,1560,317,1190,436,982,356
GYG1,985,1103,1167,859,1352,1483,885,1111
GYG1P1,1,0,3,0,0,0,0,0
GYG1P2,0,0,0,0,0,0,0,0
GYG1P3,0,1,1,0,0,1,0,0
GYG2,232,227,311,180,301,510,211,263
GYG2-AS1,0,0,0,0,0,0,0,0
GYG2P1,3,0,0,1,1,1,0,0
GYPA,0,0,0,0,0,0,0,0
GYPB,0,1,0,0,1,0,0,1
GYPC,1340,1142,1671,645,1856,1928,1181,819
GYPE,45,40,41,29,48,58,34,51
GYS1,1426,1427,1965,909,1376,5147,1135,1453
GYS2,2,1,0,1,0,0,0,1
GZF1,315,310,307,196,378,482,236,270
GZMA,0,0,0,0,0,0,0,0
GZMAP1,0,0,0,0,0,0,0,0
GZMB,0,0,0,1,0,0,0,0
GZMH,0,0,0,0,0,0,0,0
GZMK,0,0,0,0,0,0,0,0
GZMM,2,1,2,0,1,2,1,0
H1-0,1651,1994,3410,1666,2031,2692,1669,1750
H1-1,0,0,0,0,0,0,0,0
H1-10,419,424,343,203,362,434,353,415
H1-10-AS1,42,47,73,53,51,52,39,60
H1-12P,2,2,5,1,4,4,2,4
H1-2,89,195,298,110,287,333,170,246
H1-3,1,0,1,0,0,0,2,4
H1-4,0,0,0,0,5,1,2,0
H1-5,0,2,1,0,0,0,0,0
H1-6,0,0,0,0,1,0,0,0
H1-7,0,0,0,1,1,0,0,1
H1-8,0,0,0,0,0,0,0,0
H1-9P,0,0,1,0,0,1,2,0
H19,58,14,148,30,52,43,372,137
H2AC1,0,0,0,0,0,0,0,0
H2AC10P,0,1,0,0,0,1,0,0
H2AC11,43,27,35,22,49,32,36,47
