"","ensgene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521","hgnc_symbol"
"8734","ENSG00000145014",312,170,330,154,408,347,318,263,"TMEM44"
"8735","ENSG00000145016",343,424,379,309,429,562,317,465,"RUBCN"
"8736","ENSG00000145020",228,221,235,128,201,195,229,226,"AMT"
"8737","ENSG00000145022",493,560,569,433,473,656,357,516,"TCTA"
"8738","ENSG00000145029",275,265,330,164,266,285,247,230,"NICN1"
"8739","ENSG00000145040",8,19,10,5,11,21,5,16,"UCN2"
"8740","ENSG00000145041",535,584,543,425,687,928,428,606,"DCAF1"
"8741","ENSG00000145050",756,747,763,456,718,1658,466,504,"MANF"
"8742","ENSG00000145063",0,1,0,0,0,0,0,0,""
"8743","ENSG00000145075",306,330,574,434,296,340,440,610,"CCDC39"
"8744","ENSG00000145087",0,0,0,0,0,1,0,0,"STXBP5L"
"8745","ENSG00000145088",8,2,4,0,6,3,4,1,"EAF2"
"8746","ENSG00000145103",0,0,0,0,0,0,1,0,"ILDR1"
"8747","ENSG00000145107",2,1,0,0,1,0,3,0,"TM4SF19"
"8748","ENSG00000145113",1,2,4,1,3,2,9,5,"MUC4"
"8749","ENSG00000145147",746,824,1497,911,1303,1889,1246,1788,"SLIT2"
"8750","ENSG00000145191",583,592,657,391,705,864,446,555,"EIF2B5"
"8751","ENSG00000145192",0,0,0,0,0,0,1,0,"AHSG"
"8752","ENSG00000145194",18,25,10,11,18,58,15,24,"ECE2"
"8753","ENSG00000145198",1,2,0,0,0,2,0,0,"VWA5B2"
"8754","ENSG00000145214",501,602,399,250,492,733,407,467,"DGKQ"
"8755","ENSG00000145216",765,626,1031,572,1176,1114,820,729,"FIP1L1"
"8756","ENSG00000145217",79,45,104,34,96,117,84,95,"SLC26A1"
"8757","ENSG00000145220",128,117,159,102,170,231,120,145,"LYAR"
"8758","ENSG00000145241",251,187,406,195,380,370,294,272,"CENPC"
"8759","ENSG00000145242",24,10,69,13,35,23,40,8,"EPHA5"
"8760","ENSG00000145244",55,133,103,245,69,409,68,242,"CORIN"
"8761","ENSG00000145246",766,645,1049,631,945,1149,957,1105,"ATP10D"
"8762","ENSG00000145247",124,84,160,82,242,238,118,83,"OCIAD2"
"8763","ENSG00000145248",0,1,1,1,2,0,0,0,"SLC10A4"
"8764","ENSG00000145283",9,2,18,7,2,3,5,5,"SLC10A6"
"8765","ENSG00000145284",489,387,653,415,492,647,520,589,"SCD5"
"8766","ENSG00000145287",0,1,3,2,3,1,0,3,"PLAC8"
"8767","ENSG00000145293",465,397,450,299,455,474,429,352,"ENOPH1"
"8768","ENSG00000145309",0,0,0,0,0,0,0,0,"CABS1"
"8769","ENSG00000145321",0,0,0,0,0,0,0,0,"GC"
"8770","ENSG00000145331",65,49,90,45,88,84,59,41,"TRMT10A"
"8771","ENSG00000145332",297,306,319,231,316,381,302,427,"KLHL8"
"8772","ENSG00000145335",81,70,25,12,22,21,61,92,"SNCA"
"8773","ENSG00000145337",0,0,0,0,0,0,0,0,"PYURF"
"8774","ENSG00000145348",1261,1122,1694,1022,1381,1719,1302,1478,"TBCK"
"8775","ENSG00000145349",3774,3974,3834,3157,4538,5425,3859,5043,"CAMK2D"
"8776","ENSG00000145354",234,251,282,186,284,447,229,239,"CISD2"
"8777","ENSG00000145358",71,27,52,18,32,30,44,25,"DDIT4L"
"8778","ENSG00000145362",2834,1198,2543,914,3149,1319,2723,1548,"ANK2"
"8779","ENSG00000145365",121,72,115,58,150,129,97,81,"TIFA"
"8780","ENSG00000145375",82,80,77,60,93,148,60,82,"SPATA5"
"8781","ENSG00000145384",0,1,1,3,1,1,0,7,"FABP2"
"8782","ENSG00000145386",100,199,137,105,171,481,95,178,"CCNA2"
"8783","ENSG00000145388",510,445,632,371,635,652,442,476,"METTL14"
"8784","ENSG00000145390",1907,7938,4218,13918,1701,5515,4117,21356,"USP53"
"8785","ENSG00000145391",4079,3824,4821,2967,4963,5613,3504,4373,"SETD7"
"8786","ENSG00000145414",187,132,161,95,192,210,148,158,"NAF1"
"8787","ENSG00000145416",48,30,81,36,39,57,48,38,"MARCHF1"
"8788","ENSG00000145423",61,20,55,14,8,1,183,70,"SFRP2"
"8789","ENSG00000145425",9429,8496,9313,5084,8147,9499,6392,6177,"RPS3A"
"8790","ENSG00000145428",21,12,16,11,6,5,30,17,"RNF175"
"8791","ENSG00000145431",1499,704,1066,417,1676,1256,1181,670,"PDGFC"
"8792","ENSG00000145439",245,258,315,221,318,387,230,248,"CBR4"
"8793","ENSG00000145451",0,0,0,0,0,0,0,0,"GLRA3"
"8794","ENSG00000145476",422,416,818,510,691,750,526,475,"CYP4V2"
"8795","ENSG00000145491",2,1,8,2,6,3,6,0,"ROPN1L"
"8796","ENSG00000145494",507,480,508,306,571,623,375,337,"NDUFS6"
"8797","ENSG00000145495",2568,2137,2907,1711,3084,3317,2432,2414,"MARCHF6"
"8798","ENSG00000145506",75,213,62,75,53,230,166,373,"NKD2"
"8799","ENSG00000145526",9,0,3,1,8,5,12,15,"CDH18"
"8800","ENSG00000145536",4,1,2,0,3,0,3,1,"ADAMTS16"
"8801","ENSG00000145545",340,279,334,247,379,499,277,299,"SRD5A1"
"8802","ENSG00000145555",5981,4478,7873,4659,10544,18896,6212,6822,"MYO10"
"8803","ENSG00000145569",8,52,11,33,6,10,3,23,"OTULINL"
"8804","ENSG00000145592",14188,13963,14962,7042,14183,16684,10282,10223,"RPL37"
"8805","ENSG00000145604",322,496,631,566,539,1296,360,876,"SKP2"
"8806","ENSG00000145623",5027,5493,6601,4610,7627,14025,4199,6521,"OSMR"
"8807","ENSG00000145626",0,0,0,0,0,0,0,0,"UGT3A1"
"8808","ENSG00000145632",597,240,1101,280,935,597,461,251,"PLK2"
"8809","ENSG00000145642",1,0,0,0,0,0,0,0,"SHISAL2B"
"8810","ENSG00000145649",0,0,0,0,0,0,0,0,"GZMA"
"8811","ENSG00000145675",1716,4988,2268,4053,1592,3485,1732,6634,"PIK3R1"
"8812","ENSG00000145681",101,170,2015,1366,584,1206,1078,1895,"HAPLN1"
"8813","ENSG00000145685",3596,1286,2980,747,3072,1555,2489,1070,"LHFPL2"
"8814","ENSG00000145687",933,535,955,393,1193,605,816,581,"SSBP2"
"8815","ENSG00000145692",8,13,10,2,21,19,6,7,"BHMT"
"8816","ENSG00000145700",9,10,15,1,4,6,13,3,"ANKRD31"
"8817","ENSG00000145703",190,82,70,25,95,113,72,45,"IQGAP2"
"8818","ENSG00000145708",0,0,1,0,3,1,0,0,"CRHBP"
"8819","ENSG00000145715",1317,1010,1348,680,1573,1796,1065,1021,"RASA1"
"8820","ENSG00000145721",0,0,0,0,1,0,1,0,"LIX1"
"8821","ENSG00000145723",95,69,88,40,91,126,71,55,"GIN1"
"8822","ENSG00000145725",1076,898,1220,691,1329,1414,1117,969,"PPIP5K2"
"8823","ENSG00000145730",9454,7286,15352,9582,14207,17607,11935,12549,"PAM"
"8824","ENSG00000145734",837,809,985,625,1132,1607,813,999,"BDP1"
"8825","ENSG00000145736",567,521,524,305,663,933,384,422,"GTF2H2"
"8826","ENSG00000145740",871,774,973,629,988,1358,813,891,"SLC30A5"
"8827","ENSG00000145741",5465,5458,6709,3656,6346,7276,4493,4857,"BTF3"
"8828","ENSG00000145743",470,448,623,394,532,624,512,649,"FBXL17"
"8829","ENSG00000145757",9,17,31,24,18,59,10,23,"SPATA9"
"8830","ENSG00000145777",241,40,218,24,354,42,316,42,"TSLP"
"8831","ENSG00000145779",1107,1619,1671,1213,1166,1777,1044,1154,"TNFAIP8"
"8832","ENSG00000145780",733,586,683,382,707,762,537,472,"FEM1C"
"8833","ENSG00000145781",194,167,242,120,218,318,165,183,"COMMD10"
"8834","ENSG00000145782",1316,1138,1460,1066,1610,1825,1154,1349,"ATG12"
"8835","ENSG00000145794",1,1,2,1,0,0,5,5,"MEGF10"
"8836","ENSG00000145808",11,2,2,0,4,1,6,1,"ADAMTS19"
"8837","ENSG00000145817",2084,1409,2563,1161,2482,3005,2054,1581,"YIPF5"
"8838","ENSG00000145819",424,325,550,256,559,891,434,477,"ARHGAP26"
"8839","ENSG00000145824",6,3,4,1,1,0,3,5,"CXCL14"
"8840","ENSG00000145826",1,0,0,0,0,0,0,0,"LECT2"
"8841","ENSG00000145832",0,0,1,0,0,0,0,0,"SLC25A48"
"8842","ENSG00000145833",1341,1174,1311,850,1221,1846,1070,1160,"DDX46"
"8843","ENSG00000145835",0,0,0,0,0,0,0,0,"CDKN2AIPNLP2"
"8844","ENSG00000145839",0,0,0,0,0,0,0,0,"IL9"
"8845","ENSG00000145850",0,0,0,0,0,0,0,0,"TIMD4"
"8846","ENSG00000145860",1025,968,1081,665,1199,2252,759,973,"RNF145"
"8847","ENSG00000145861",154,73,181,46,76,67,112,42,"C1QTNF2"
"8848","ENSG00000145863",0,0,0,0,0,0,0,0,"GABRA6"
"8849","ENSG00000145864",0,0,0,0,0,0,0,0,"GABRB2"
"8850","ENSG00000145868",868,639,1024,627,1043,1174,811,898,"FBXO38"
"8851","ENSG00000145879",2,0,2,0,1,0,1,0,"SPINK7"
"8852","ENSG00000145882",179,138,240,149,151,153,139,176,"PCYOX1L"
"8853","ENSG00000145888",0,0,0,0,1,1,0,0,"GLRA1"
"8854","ENSG00000145901",1833,2393,2579,1838,2450,4798,2045,3254,"TNIP1"
"8855","ENSG00000145907",2949,2945,2823,2140,3133,4769,2255,2706,"G3BP1"
"8856","ENSG00000145908",188,119,231,94,78,69,146,114,"ZNF300"
"8857","ENSG00000145911",108,53,129,22,71,30,92,33,"N4BP3"
"8858","ENSG00000145912",292,309,350,152,370,425,248,225,"NHP2"
"8859","ENSG00000145916",460,321,584,257,499,553,494,448,"RMND5B"
"8860","ENSG00000145919",1293,881,964,683,1336,1409,1223,1159,"BOD1"
"8861","ENSG00000145920",1,0,0,0,1,0,0,0,"CPLX2"
"8862","ENSG00000145934",2,10,3,8,3,13,18,24,"TENM2"
"8863","ENSG00000145936",1,1,0,0,6,14,1,1,"KCNMB1"
"8864","ENSG00000145945",125,148,142,84,107,164,107,139,"FAM50B"
"8865","ENSG00000145949",52,66,42,42,34,49,56,70,"MYLK4"
"8866","ENSG00000145965",6,2,6,2,4,3,3,1,NA
"8867","ENSG00000145975",3,2,4,0,0,1,1,1,"FAM217A"
"8868","ENSG00000145979",130,107,148,79,106,148,122,133,"TBC1D7"
"8869","ENSG00000145982",148,151,181,120,171,203,127,123,"FARS2"
"8870","ENSG00000145990",137,207,122,159,144,159,73,190,"GFOD1"
"8871","ENSG00000145996",234,163,226,119,236,244,173,134,"CDKAL1"
"8872","ENSG00000146001",14,5,12,6,29,18,8,11,"PCDHB18P"
"8873","ENSG00000146005",3,2,1,2,4,4,1,3,"PSD2"
"8874","ENSG00000146006",124,4,112,1,74,13,71,3,"LRRTM2"
"8875","ENSG00000146007",1210,1091,1555,901,1561,1785,1007,1002,"ZMAT2"
"8876","ENSG00000146013",0,0,0,0,0,0,0,0,"GFRA3"
"8877","ENSG00000146021",85,61,112,46,106,84,60,59,"KLHL3"
"8878","ENSG00000146038",1,1,5,2,2,3,20,6,"DCDC2"
"8879","ENSG00000146039",0,0,0,0,0,0,0,0,"SLC17A4"
"8880","ENSG00000146047",0,0,0,0,0,0,0,0,"H2BC1"
"8881","ENSG00000146049",0,0,0,0,0,0,0,0,"KAAG1"
"8882","ENSG00000146054",14,20,11,8,13,28,12,33,"TRIM7"
"8883","ENSG00000146063",784,933,844,561,872,1072,608,833,"TRIM41"
"8884","ENSG00000146066",357,317,401,241,392,492,282,298,"HIGD2A"
"8885","ENSG00000146067",1149,1030,1328,532,1070,1216,858,750,"FAM193B"
"8886","ENSG00000146070",0,0,0,0,0,0,0,0,"PLA2G7"
"8887","ENSG00000146072",1760,1506,1693,940,2559,2160,1938,2002,"TNFRSF21"
"8888","ENSG00000146083",358,360,441,246,502,514,314,419,"RNF44"
"8889","ENSG00000146085",961,924,952,657,876,1161,912,1176,"MMUT"
"8890","ENSG00000146090",1,0,0,0,0,0,1,0,"RASGEF1C"
"8891","ENSG00000146094",42,79,46,17,69,137,20,48,"DOK3"
"8892","ENSG00000146109",255,238,304,152,266,365,214,248,"ABT1"
"8893","ENSG00000146112",2293,1946,2367,1256,2713,2645,1922,1995,"PPP1R18"
"8894","ENSG00000146122",1246,2839,1394,2458,788,4026,626,1962,"DAAM2"
"8895","ENSG00000146143",418,275,598,256,453,442,402,272,"PRIM2"
"8896","ENSG00000146147",0,0,0,0,0,2,0,3,"MLIP"
"8897","ENSG00000146151",3,4,0,0,3,0,3,5,"HMGCLL1"
"8898","ENSG00000146166",0,0,2,0,1,1,0,0,"LGSN"
"8899","ENSG00000146192",0,0,0,0,0,0,0,0,"FGD2"
"8900","ENSG00000146197",40,48,133,77,299,474,191,170,"SCUBE3"
"8901","ENSG00000146205",7,11,24,7,31,48,22,11,"ANO7"
"8902","ENSG00000146215",0,1,0,1,2,0,2,0,"CRIP3"
"8903","ENSG00000146216",0,0,0,0,0,0,0,1,"TTBK1"
"8904","ENSG00000146221",7,8,20,6,5,2,8,10,"TCTE1"
"8905","ENSG00000146223",2254,1987,2646,1685,2919,3760,1929,2047,"RPL7L1"
"8906","ENSG00000146232",109,92,67,35,105,114,114,103,"NFKBIE"
"8907","ENSG00000146233",90,108,141,114,25,88,154,231,"CYP39A1"
"8908","ENSG00000146242",2450,1500,2095,834,2176,2277,2011,1393,"TPBG"
"8909","ENSG00000146243",129,103,168,86,135,149,121,113,"IRAK1BP1"
"8910","ENSG00000146247",1678,1110,1885,768,2047,1779,1772,1283,"PHIP"
"8911","ENSG00000146250",330,41,907,89,720,123,439,60,"PRSS35"
"8912","ENSG00000146263",240,163,265,118,219,197,178,197,"MMS22L"
"8913","ENSG00000146267",4,7,6,0,9,8,3,1,"FAXC"
"8914","ENSG00000146276",0,0,0,0,0,0,0,0,"GABRR1"
"8915","ENSG00000146278",1983,2287,2104,1893,2304,2830,1677,2785,"PNRC1"
"8916","ENSG00000146281",326,406,371,342,356,620,346,530,"PM20D2"
"8917","ENSG00000146282",897,864,1275,778,1202,1437,847,968,"RARS2"
"8918","ENSG00000146285",0,0,0,0,0,0,0,0,"SCML4"
"8919","ENSG00000146350",156,109,155,85,157,171,112,103,"TBC1D32"
"8920","ENSG00000146352",1,1,1,0,4,1,2,0,"CLVS2"
"8921","ENSG00000146360",0,0,0,0,0,0,0,0,"GPR6"
"8922","ENSG00000146373",491,782,638,845,701,1528,439,1165,"RNF217"
"8923","ENSG00000146374",116,145,118,66,62,101,94,87,"RSPO3"
"8924","ENSG00000146376",416,427,428,326,496,599,392,502,"ARHGAP18"
"8925","ENSG00000146378",0,0,0,0,0,0,0,0,"TAAR2"
"8926","ENSG00000146383",0,0,0,0,0,0,0,0,"TAAR6"
"8927","ENSG00000146385",0,0,0,0,0,0,0,0,"TAAR8"
"8928","ENSG00000146386",173,203,97,88,162,340,141,193,"ABRACL"
"8929","ENSG00000146399",0,0,0,0,0,0,0,0,"TAAR1"
"8930","ENSG00000146409",249,118,210,100,235,150,233,132,"SLC18B1"
"8931","ENSG00000146410",14,16,13,13,9,13,17,23,"MTFR2"
"8932","ENSG00000146411",837,395,1295,361,1472,889,769,461,"SLC2A12"
"8933","ENSG00000146414",458,330,516,171,671,592,446,416,"SHPRH"
"8934","ENSG00000146416",724,454,869,364,829,880,597,419,"AIG1"
"8935","ENSG00000146425",850,754,904,484,953,1003,725,653,"DYNLT1"
"8936","ENSG00000146426",207,139,263,141,349,247,153,166,"TIAM2"
"8937","ENSG00000146433",1530,1523,1568,1166,1671,2299,1336,1763,"TMEM181"
"8938","ENSG00000146453",2,0,1,0,0,1,0,1,"PNLDC1"
"8939","ENSG00000146457",1217,1159,1490,1002,1676,1725,960,1032,"WTAP"
"8940","ENSG00000146463",1469,1117,1767,998,2084,2537,1352,1285,"ZMYM4"
"8941","ENSG00000146469",0,0,0,0,0,0,0,1,"VIP"
"8942","ENSG00000146476",601,590,658,489,660,928,542,571,"ARMT1"
"8943","ENSG00000146477",5,32,1,1,12,11,1,4,"SLC22A3"
"8944","ENSG00000146521",0,0,0,0,0,0,0,0,"LINC01558"
"8945","ENSG00000146530",0,2,0,0,0,0,0,0,"VWDE"
"8946","ENSG00000146535",3064,3015,2819,2041,2901,4607,2217,3400,"GNA12"
"8947","ENSG00000146540",254,190,455,194,390,517,303,271,"C7orf50"
"8948","ENSG00000146555",1066,849,679,303,907,750,1626,1258,"SDK1"
"8949","ENSG00000146556",1024,870,1321,557,1030,1175,737,729,"WASH2P"
"8950","ENSG00000146574",816,878,1349,752,1280,1600,737,1019,"CCZ1B"
"8951","ENSG00000146576",351,280,338,200,331,395,265,259,"C7orf26"
"8952","ENSG00000146587",292,302,385,248,443,565,333,378,"RBAK"
"8953","ENSG00000146592",1041,361,1312,125,1196,320,1047,241,"CREB5"
"8954","ENSG00000146618",0,0,0,0,0,0,0,0,"FERD3L"
"8955","ENSG00000146648",4422,3572,6566,3027,5793,6051,5065,4461,"EGFR"
"8956","ENSG00000146666",0,0,0,5,0,3,0,0,"LINC00525"
"8957","ENSG00000146670",50,35,54,39,37,35,35,23,"CDCA5"
"8958","ENSG00000146674",2514,1447,4424,2113,3276,8021,4180,4422,"IGFBP3"
"8959","ENSG00000146676",994,863,1038,679,1105,1403,797,898,"PURB"
"8960","ENSG00000146677",360,339,204,98,215,235,128,147,"RPL32P18"
"8961","ENSG00000146678",0,0,0,1,0,0,0,1,"IGFBP1"
"8962","ENSG00000146700",5,7,11,4,14,7,4,4,"SSC4D"
"8963","ENSG00000146701",1802,1854,1942,1113,2142,3060,1378,1633,"MDH2"
"8964","ENSG00000146707",101,81,144,86,146,179,165,132,"POMZP3"
"8965","ENSG00000146722",3,10,6,5,9,7,4,3,""
"8966","ENSG00000146729",676,624,703,453,825,817,592,666,"NIPSNAP2"
"8967","ENSG00000146731",1915,1887,1823,1221,2130,2719,1443,1652,"CCT6A"
"8968","ENSG00000146733",201,162,250,143,181,225,174,165,"PSPH"
"8969","ENSG00000146755",2,1,1,0,5,7,2,3,"TRIM50"
"8970","ENSG00000146757",85,78,130,58,123,114,92,74,"ZNF92"
"8971","ENSG00000146776",291,186,318,121,383,312,253,266,"ATXN7L1"
"8972","ENSG00000146802",655,592,727,489,801,1023,557,576,"TMEM168"
"8973","ENSG00000146809",1,0,0,1,0,0,0,1,"ASB15"
"8974","ENSG00000146826",195,222,178,98,162,279,125,144,"TRAPPC14"
"8975","ENSG00000146828",560,652,523,353,488,749,413,510,"SLC12A9"
"8976","ENSG00000146830",1796,1928,1722,1158,1609,2023,1259,1662,"GIGYF1"
"8977","ENSG00000146833",924,814,1095,690,914,1049,766,836,"TRIM4"
"8978","ENSG00000146834",1009,954,1146,640,986,1058,868,900,"MEPCE"
"8979","ENSG00000146839",0,0,1,0,0,0,0,0,"ZAN"
"8980","ENSG00000146842",208,156,332,163,335,375,203,215,"TMEM209"
"8981","ENSG00000146856",25,22,52,29,44,34,54,46,"AGBL3"
"8982","ENSG00000146857",0,0,0,0,0,0,0,0,"STRA8"
"8983","ENSG00000146858",120,119,118,70,142,359,108,120,"ZC3HAV1L"
"8984","ENSG00000146859",780,767,964,652,1070,971,826,972,"TMEM140"
"8985","ENSG00000146872",709,736,939,614,966,1148,706,775,"TLK2"
"8986","ENSG00000146904",14,21,18,13,11,11,19,17,"EPHA1"
"8987","ENSG00000146909",379,366,433,226,427,559,313,393,"NOM1"
"8988","ENSG00000146910",0,0,0,0,0,0,0,0,"CNPY1"
"8989","ENSG00000146918",287,210,293,175,330,424,276,264,"NCAPG2"
"8990","ENSG00000146926",0,0,0,0,0,0,0,0,"ASB10"
"8991","ENSG00000146938",61,31,77,31,438,864,128,111,"NLGN4X"
"8992","ENSG00000146950",31,46,52,35,51,319,26,39,"SHROOM2"
"8993","ENSG00000146955",0,0,0,0,0,0,0,0,"RAB19"
"8994","ENSG00000146963",465,433,502,310,457,503,375,372,"LUC7L2"
"8995","ENSG00000146966",2227,2612,2619,1695,2680,4303,2180,3444,"DENND2A"
"8996","ENSG00000147003",2,4,9,5,9,8,11,5,"CLTRN"
"8997","ENSG00000147010",1655,1492,1673,825,1980,2607,1449,1310,"SH3KBP1"
"8998","ENSG00000147027",5056,10982,13011,15585,8681,20968,7334,17888,"TMEM47"
"8999","ENSG00000147036",1,1,1,0,15,16,5,7,"LANCL3"
"9000","ENSG00000147041",6,4,15,0,37,15,19,3,"SYTL5"
"9001","ENSG00000147044",1241,795,1033,456,902,968,958,781,"CASK"
"9002","ENSG00000147050",369,295,509,223,486,511,549,511,"KDM6A"
"9003","ENSG00000147059",89,90,109,47,100,106,62,69,"SPIN2A"
"9004","ENSG00000147065",9943,8939,11996,6767,13146,17731,8449,8866,"MSN"
"9005","ENSG00000147081",0,0,0,0,0,0,0,0,"AKAP4"
"9006","ENSG00000147082",6,4,3,3,9,5,5,2,"CCNB3"
"9007","ENSG00000147099",270,251,305,170,317,376,209,230,"HDAC8"
"9008","ENSG00000147100",1508,962,1868,747,1686,1583,1493,1019,"SLC16A2"
"9009","ENSG00000147113",0,0,0,0,0,0,0,0,"DIPK2B"
"9010","ENSG00000147117",7,1,4,0,3,2,2,2,"ZNF157"
"9011","ENSG00000147118",121,104,164,98,187,185,134,123,"ZNF182"
"9012","ENSG00000147119",238,710,331,350,260,1181,175,513,"CHST7"
"9013","ENSG00000147121",254,184,296,169,295,363,223,208,"KRBOX4"
"9014","ENSG00000147123",715,600,825,367,765,864,494,538,"NDUFB11"
"9015","ENSG00000147124",248,174,314,141,268,317,234,217,"ZNF41"
"9016","ENSG00000147127",5,9,4,1,12,14,6,6,"RAB41"
"9017","ENSG00000147130",1294,688,1456,499,1443,1224,1039,793,"ZMYM3"
"9018","ENSG00000147133",1151,953,1378,738,1443,1657,1262,1269,"TAF1"
"9019","ENSG00000147138",0,0,0,0,0,0,0,0,"GPR174"
"9020","ENSG00000147140",4939,3465,5359,2314,6127,5205,4232,3241,"NONO"
"9021","ENSG00000147144",141,112,145,68,59,54,126,108,"CCDC120"
"9022","ENSG00000147145",30,33,47,33,35,47,41,57,"LPAR4"
"9023","ENSG00000147155",103,84,126,58,123,132,102,92,"EBP"
"9024","ENSG00000147160",1,0,0,0,0,0,0,0,"AWAT2"
"9025","ENSG00000147162",5568,5203,6719,4149,6067,7250,4882,6179,"OGT"
"9026","ENSG00000147164",1554,1451,1756,1054,1613,1923,1362,1358,"SNX12"
"9027","ENSG00000147166",3,0,3,1,8,2,3,2,"ITGB1BP2"
"9028","ENSG00000147168",0,0,0,1,0,0,0,0,"IL2RG"
"9029","ENSG00000147174",37,38,39,19,35,37,21,41,"GCNA"
"9030","ENSG00000147180",37,20,13,10,26,8,17,15,"ZNF711"
"9031","ENSG00000147183",0,0,0,0,0,0,0,0,"CPXCR1"
"9032","ENSG00000147202",793,943,1220,1040,1056,2588,981,1526,"DIAPH2"
"9033","ENSG00000147206",1,1,0,0,1,1,0,0,"NXF3"
"9034","ENSG00000147223",0,0,0,2,1,0,4,1,"RIPPLY1"
"9035","ENSG00000147224",615,469,954,348,568,639,776,487,"PRPS1"
"9036","ENSG00000147231",46,28,29,19,50,38,51,34,"RADX"
"9037","ENSG00000147234",59,22,38,5,5,7,77,34,"FRMPD3"
"9038","ENSG00000147246",0,0,0,1,0,1,0,0,"HTR2C"
"9039","ENSG00000147251",1476,1818,2441,1789,2003,2602,1782,2638,"DOCK11"
"9040","ENSG00000147255",0,0,0,0,0,0,0,0,"IGSF1"
"9041","ENSG00000147256",0,0,0,0,0,0,0,0,"ARHGAP36"
"9042","ENSG00000147257",683,536,1943,1321,240,450,2053,2211,"GPC3"
"9043","ENSG00000147262",0,0,0,0,0,0,0,0,"GPR119"
"9044","ENSG00000147274",3639,2392,3938,1644,3749,2714,3325,2656,"RBMX"
"9045","ENSG00000147316",229,140,269,138,269,293,200,202,"MCPH1"
"9046","ENSG00000147324",468,471,429,377,403,686,332,469,"MFHAS1"
"9047","ENSG00000147364",320,217,341,186,370,395,276,298,"FBXO25"
"9048","ENSG00000147378",0,0,0,0,0,0,1,0,"FATE1"
"9049","ENSG00000147380",0,0,0,0,0,0,0,0,NA
"9050","ENSG00000147381",0,0,0,0,0,0,0,0,"MAGEA4"
"9051","ENSG00000147382",171,195,198,124,234,367,178,178,NA
"9052","ENSG00000147383",272,244,267,165,292,386,183,212,"NSDHL"
"9053","ENSG00000147394",173,121,146,99,143,225,128,149,"ZNF185"
"9054","ENSG00000147400",853,594,896,450,1091,1071,635,580,"CETN2"
"9055","ENSG00000147402",0,0,0,0,0,0,0,0,NA
"9056","ENSG00000147403",28494,25893,23301,12935,21117,28440,19685,20206,"RPL10"
"9057","ENSG00000147408",476,707,636,447,716,784,802,1400,"CSGALNACT1"
"9058","ENSG00000147416",2235,2023,2236,1745,2264,2812,2087,2335,"ATP6V1B2"
"9059","ENSG00000147419",885,782,1088,691,874,982,959,904,"CCDC25"
"9060","ENSG00000147421",376,222,353,163,387,416,330,335,"HMBOX1"
"9061","ENSG00000147432",0,0,0,0,0,0,0,0,"CHRNB3"
"9062","ENSG00000147434",1,0,1,3,0,0,0,0,"CHRNA6"
"9063","ENSG00000147437",74,104,73,105,111,137,65,114,"GNRH1"
"9064","ENSG00000147439",295,279,280,180,333,466,244,288,"BIN3"
"9065","ENSG00000147443",0,0,0,0,0,0,1,0,"DOK2"
"9066","ENSG00000147454",673,494,799,282,721,829,573,435,"SLC25A37"
"9067","ENSG00000147457",668,679,720,459,836,1016,586,639,"CHMP7"
"9068","ENSG00000147459",758,1026,1323,1065,1013,2349,656,1311,"DOCK5"
"9069","ENSG00000147465",12,12,9,0,5,7,5,3,"STAR"
"9070","ENSG00000147471",445,448,587,444,580,802,542,596,"PLPBP"
"9071","ENSG00000147475",1782,1113,2483,1076,2174,1944,1745,1408,"ERLIN2"
"9072","ENSG00000147481",0,0,0,0,0,0,0,0,"SNTG1"
"9073","ENSG00000147485",1,3,1,1,1,2,1,3,"PXDNL"
"9074","ENSG00000147488",0,0,0,0,1,0,0,0,"ST18"
"9075","ENSG00000147509",112,49,89,61,147,126,76,51,"RGS20"
"9076","ENSG00000147526",6105,9764,7040,8318,6557,11839,6022,12176,"TACC1"
"9077","ENSG00000147533",1106,752,1051,623,1151,1193,969,916,"GOLGA7"
"9078","ENSG00000147535",529,312,727,354,685,741,588,516,"PLPP5"
"9079","ENSG00000147536",82,33,96,67,82,60,88,44,"GINS4"
"9080","ENSG00000147548",1678,1216,1823,1045,2132,2224,1595,1702,"NSD3"
"9081","ENSG00000147570",0,0,0,0,0,0,0,1,"DNAJC5B"
"9082","ENSG00000147571",0,0,0,0,0,0,0,0,"CRH"
"9083","ENSG00000147573",2,1,15,2,1,0,5,2,"TRIM55"
"9084","ENSG00000147576",110,261,178,310,124,299,134,441,"ADHFE1"
"9085","ENSG00000147586",80,78,55,57,70,105,42,74,"MRPS28"
"9086","ENSG00000147588",0,0,0,0,0,0,0,0,"PMP2"
"9087","ENSG00000147592",183,226,230,238,146,254,158,234,"LACTB2"
"9088","ENSG00000147596",0,0,0,0,0,1,0,0,"PRDM14"
"9089","ENSG00000147601",686,468,847,385,796,903,618,537,"TERF1"
"9090","ENSG00000147604",19689,17838,20976,11726,19034,20740,14863,14337,"RPL7"
"9091","ENSG00000147606",9,8,9,7,6,8,5,11,"SLC26A7"
"9092","ENSG00000147613",0,0,0,0,0,0,0,0,"PSKH2"
"9093","ENSG00000147614",0,0,2,1,0,0,0,0,"ATP6V0D2"
"9094","ENSG00000147642",391,402,587,210,304,278,350,343,"SYBU"
"9095","ENSG00000147647",4,2,6,4,6,3,6,2,"DPYS"
